Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
17.521000,-0.263863,-0.767470,0.503607,0.345391
17.522000,-0.276425,-0.780724,0.504299,0.345646
17.523000,-0.288986,-0.793976,0.504989,0.345901
17.524000,-0.301547,-0.807226,0.505679,0.346156
17.525000,-0.314108,-0.820476,0.506369,0.346409
17.526000,-0.326668,-0.833725,0.507057,0.346663
17.527000,-0.339227,-0.846972,0.507745,0.346916
17.528000,-0.351786,-0.860218,0.508432,0.347168
17.529000,-0.364344,-0.873463,0.509118,0.347420
17.530000,-0.376902,-0.886706,0.509804,0.347672
17.531000,-0.389459,-0.899948,0.510489,0.347923
17.532000,-0.402015,-0.913189,0.511173,0.348173
17.533000,-0.414571,-0.926428,0.511857,0.348423
17.534000,-0.427127,-0.939666,0.512540,0.348672
17.535000,-0.439681,-0.952903,0.513222,0.348921
17.536000,-0.452235,-0.966138,0.513903,0.349170
17.537000,-0.464788,-0.979372,0.514584,0.349418
17.538000,-0.477341,-0.992605,0.515264,0.349665
17.539000,-0.489892,-1.005836,0.515943,0.349912
17.540000,-0.502443,-1.019065,0.516622,0.350159
17.541000,-0.514993,-1.032293,0.517300,0.350405
17.542000,-0.527543,-1.045519,0.517977,0.350650
17.543000,-0.540091,-1.058744,0.518653,0.350895
17.544000,-0.552639,-1.071967,0.519329,0.351140
17.545000,-0.565185,-1.085189,0.520004,0.351384
17.546000,-0.577731,-1.098409,0.520678,0.351627
17.547000,-0.590276,-1.111627,0.521351,0.351870
17.548000,-0.602820,-1.124844,0.522024,0.352113
17.549000,-0.615363,-1.138059,0.522696,0.352355
17.550000,-0.627905,-1.151272,0.523367,0.352596
17.551000,-0.640446,-1.164484,0.524038,0.352837
17.552000,-0.652986,-1.177694,0.524707,0.353078
17.553000,-0.665525,-1.190902,0.525376,0.353318
17.554000,-0.678063,-1.204108,0.526045,0.353557
17.555000,-0.690600,-1.217313,0.526712,0.353796
17.556000,-0.703136,-1.230515,0.527379,0.354035
17.557000,-0.715671,-1.243716,0.528045,0.354272
17.558000,-0.728204,-1.256915,0.528711,0.354510
17.559000,-0.740737,-1.270112,0.529375,0.354747
17.560000,-0.753268,-1.283307,0.530039,0.354983
17.561000,-0.765798,-1.296500,0.530702,0.355219
17.562000,-0.778327,-1.309692,0.531365,0.355455
17.563000,-0.790855,-1.322881,0.532026,0.355689
17.564000,-0.803381,-1.336068,0.532687,0.355924
17.565000,-0.815906,-1.349253,0.533347,0.356158
17.566000,-0.828430,-1.362437,0.534007,0.356391
17.567000,-0.840952,-1.375618,0.534665,0.356624
17.568000,-0.853474,-1.388797,0.535323,0.356856
17.569000,-0.865993,-1.401974,0.535980,0.357088
17.570000,-0.878512,-1.415149,0.536637,0.357319
17.571000,-0.891029,-1.428321,0.537292,0.357550
17.572000,-0.903545,-1.441492,0.537947,0.357780
17.573000,-0.916059,-1.454660,0.538601,0.358010
17.574000,-0.928572,-1.467826,0.539255,0.358239
17.575000,-0.941083,-1.480990,0.539907,0.358468
17.576000,-0.953593,-1.494152,0.540559,0.358696
17.577000,-0.966101,-1.507312,0.541210,0.358924
17.578000,-0.978608,-1.520469,0.541860,0.359151
17.579000,-0.991113,-1.533623,0.542510,0.359377
17.580000,-1.003617,-1.546776,0.543159,0.359603
17.581000,-1.016119,-1.559926,0.543807,0.359829
17.582000,-1.028620,-1.573074,0.544454,0.360054
17.583000,-1.041119,-1.586219,0.545101,0.360278
17.584000,-1.053616,-1.599362,0.545746,0.360502
17.585000,-1.066112,-1.612503,0.546391,0.360726
17.586000,-1.078605,-1.625641,0.547036,0.360949
17.587000,-1.091098,-1.638777,0.547679,0.361171
17.588000,-1.103588,-1.651910,0.548322,0.361393
17.589000,-1.116077,-1.665040,0.548964,0.361614
17.590000,-1.128564,-1.678168,0.549605,0.361835
17.591000,-1.141049,-1.691294,0.550245,0.362055
17.592000,-1.153532,-1.704417,0.550885,0.362275
17.593000,-1.166014,-1.717537,0.551523,0.362494
17.594000,-1.178494,-1.730655,0.552161,0.362713
17.595000,-1.190972,-1.743770,0.552799,0.362931
17.596000,-1.203448,-1.756883,0.553435,0.363149
17.597000,-1.215922,-1.769992,0.554071,0.363366
17.598000,-1.228394,-1.783099,0.554706,0.363582
17.599000,-1.240864,-1.796204,0.555340,0.363798
17.600000,-1.253332,-1.809305,0.555973,0.364014
17.601000,-1.265799,-1.822404,0.556605,0.364229
17.602000,-1.278263,-1.835500,0.557237,0.364443
17.603000,-1.290725,-1.848593,0.557868,0.364657
17.604000,-1.303185,-1.861684,0.558498,0.364870
17.605000,-1.315644,-1.874771,0.559128,0.365083
17.606000,-1.328100,-1.887856,0.559756,0.365295
17.607000,-1.340554,-1.900938,0.560384,0.365507
17.608000,-1.353006,-1.914017,0.561011,0.365718
17.609000,-1.365455,-1.927093,0.561637,0.365929
17.610000,-1.377903,-1.940166,0.562263,0.366139
17.611000,-1.390348,-1.953236,0.562887,0.366349
17.612000,-1.402792,-1.966303,0.563511,0.366558
17.613000,-1.415233,-1.979367,0.564134,0.366766
17.614000,-1.427671,-1.992428,0.564757,0.366974
17.615000,-1.440108,-2.005486,0.565378,0.367181
17.616000,-1.452542,-2.018541,0.565999,0.367388
17.617000,-1.464974,-2.031592,0.566618,0.367595
17.618000,-1.477404,-2.044641,0.567237,0.367800
17.619000,-1.489831,-2.057687,0.567856,0.368005
17.620000,-1.502256,-2.070729,0.568473,0.368210
17.621000,-1.514678,-2.083768,0.569090,0.368414
17.622000,-1.527099,-2.096804,0.569706,0.368618
17.623000,-1.539516,-2.109837,0.570321,0.368821
17.624000,-1.551932,-2.122866,0.570935,0.369023
17.625000,-1.564345,-2.135893,0.571548,0.369225
17.626000,-1.576755,-2.148916,0.572161,0.369426
17.627000,-1.589163,-2.161935,0.572772,0.369627
17.628000,-1.601568,-2.174952,0.573383,0.369827
17.629000,-1.613971,-2.187965,0.573994,0.370027
17.630000,-1.626372,-2.200974,0.574603,0.370226
17.631000,-1.638769,-2.213981,0.575211,0.370425
17.632000,-1.651165,-2.226984,0.575819,0.370623
17.633000,-1.663557,-2.239983,0.576426,0.370820
17.634000,-1.675947,-2.252979,0.577032,0.371017
17.635000,-1.688334,-2.265972,0.577637,0.371214
17.636000,-1.700719,-2.278961,0.578242,0.371409
17.637000,-1.713101,-2.291946,0.578845,0.371605
17.638000,-1.725480,-2.304928,0.579448,0.371799
17.639000,-1.737857,-2.317907,0.580050,0.371993
17.640000,-1.750231,-2.330882,0.580651,0.372187
17.641000,-1.762602,-2.343853,0.581251,0.372380
17.642000,-1.774970,-2.356821,0.581851,0.372572
17.643000,-1.787335,-2.369785,0.582449,0.372764
17.644000,-1.799698,-2.382745,0.583047,0.372956
17.645000,-1.812058,-2.395702,0.583644,0.373146
17.646000,-1.824415,-2.408655,0.584240,0.373337
17.647000,-1.836769,-2.421604,0.584836,0.373526
17.648000,-1.849120,-2.434550,0.585430,0.373715
17.649000,-1.861468,-2.447492,0.586024,0.373904
17.650000,-1.873813,-2.460430,0.586616,0.374092
17.651000,-1.886155,-2.473364,0.587208,0.374279
17.652000,-1.898495,-2.486294,0.587800,0.374466
17.653000,-1.910831,-2.499221,0.588390,0.374652
17.654000,-1.923164,-2.512144,0.588979,0.374838
17.655000,-1.935495,-2.525063,0.589568,0.375023
17.656000,-1.947822,-2.537978,0.590156,0.375207
17.657000,-1.960146,-2.550889,0.590743,0.375391
17.658000,-1.972467,-2.563796,0.591329,0.375575
17.659000,-1.984785,-2.576699,0.591914,0.375758
17.660000,-1.997100,-2.589598,0.592498,0.375940
17.661000,-2.009411,-2.602493,0.593082,0.376121
17.662000,-2.021720,-2.615384,0.593665,0.376303
17.663000,-2.034025,-2.628272,0.594246,0.376483
17.664000,-2.046327,-2.641155,0.594827,0.376663
17.665000,-2.058626,-2.654034,0.595408,0.376842
17.666000,-2.070922,-2.666909,0.595987,0.377021
17.667000,-2.083214,-2.679779,0.596565,0.377199
17.668000,-2.095503,-2.692646,0.597143,0.377377
17.669000,-2.107789,-2.705508,0.597720,0.377554
17.670000,-2.120071,-2.718367,0.598295,0.377731
17.671000,-2.132350,-2.731221,0.598870,0.377907
17.672000,-2.144626,-2.744070,0.599445,0.378082
17.673000,-2.156898,-2.756916,0.600018,0.378257
17.674000,-2.169167,-2.769757,0.600590,0.378431
17.675000,-2.181432,-2.782594,0.601162,0.378605
17.676000,-2.193694,-2.795427,0.601733,0.378778
17.677000,-2.205953,-2.808255,0.602303,0.378950
17.678000,-2.218208,-2.821080,0.602872,0.379122
17.679000,-2.230460,-2.833899,0.603440,0.379293
17.680000,-2.242708,-2.846714,0.604007,0.379464
17.681000,-2.254952,-2.859525,0.604573,0.379634
17.682000,-2.267193,-2.872332,0.605139,0.379804
17.683000,-2.279430,-2.885134,0.605703,0.379973
17.684000,-2.291664,-2.897931,0.606267,0.380141
17.685000,-2.303894,-2.910724,0.606830,0.380309
17.686000,-2.316121,-2.923513,0.607392,0.380476
17.687000,-2.328344,-2.936297,0.607953,0.380642
17.688000,-2.340563,-2.949076,0.608514,0.380809
17.689000,-2.352778,-2.961851,0.609073,0.380974
17.690000,-2.364990,-2.974621,0.609632,0.381139
17.691000,-2.377198,-2.987387,0.610189,0.381303
17.692000,-2.389402,-3.000148,0.610746,0.381467
17.693000,-2.401603,-3.012905,0.611302,0.381630
17.694000,-2.413799,-3.025656,0.611857,0.381792
17.695000,-2.425992,-3.038403,0.612411,0.381954
17.696000,-2.438181,-3.051146,0.612964,0.382116
17.697000,-2.450367,-3.063883,0.613517,0.382276
17.698000,-2.462548,-3.076616,0.614068,0.382436
17.699000,-2.474725,-3.089344,0.614619,0.382596
17.700000,-2.486899,-3.102067,0.615168,0.382755
17.701000,-2.499068,-3.114786,0.615717,0.382913
17.702000,-2.511234,-3.127499,0.616265,0.383071
17.703000,-2.523396,-3.140208,0.616812,0.383228
17.704000,-2.535554,-3.152912,0.617358,0.383385
17.705000,-2.547707,-3.165611,0.617904,0.383541
17.706000,-2.559857,-3.178305,0.618448,0.383696
17.707000,-2.572003,-3.190994,0.618991,0.383851
17.708000,-2.584144,-3.203678,0.619534,0.384005
17.709000,-2.596282,-3.216357,0.620076,0.384158
17.710000,-2.608415,-3.229031,0.620616,0.384311
17.711000,-2.620544,-3.241701,0.621156,0.384464
17.712000,-2.632669,-3.254365,0.621695,0.384616
17.713000,-2.644790,-3.267024,0.622233,0.384767
17.714000,-2.656907,-3.279678,0.622771,0.384917
17.715000,-2.669020,-3.292327,0.623307,0.385067
17.716000,-2.681128,-3.304970,0.623842,0.385217
17.717000,-2.693232,-3.317609,0.624377,0.385365
17.718000,-2.705332,-3.330243,0.624910,0.385514
17.719000,-2.717428,-3.342871,0.625443,0.385661
17.720000,-2.729519,-3.355494,0.625975,0.385808
17.721000,-2.741606,-3.368112,0.626505,0.385954
17.722000,-2.753689,-3.380724,0.627035,0.386100
17.723000,-2.765767,-3.393332,0.627564,0.386245
17.724000,-2.777841,-3.405934,0.628092,0.386390
17.725000,-2.789911,-3.418531,0.628620,0.386534
17.726000,-2.801976,-3.431122,0.629146,0.386677
17.727000,-2.814037,-3.443708,0.629671,0.386820
17.728000,-2.826093,-3.456289,0.630196,0.386962
17.729000,-2.838145,-3.468865,0.630719,0.387104
17.730000,-2.850193,-3.481435,0.631242,0.387244
17.731000,-2.862236,-3.493999,0.631764,0.387385
17.732000,-2.874274,-3.506558,0.632284,0.387524
17.733000,-2.886308,-3.519112,0.632804,0.387663
17.734000,-2.898337,-3.531660,0.633323,0.387802
17.735000,-2.910362,-3.544203,0.633841,0.387940
17.736000,-2.922382,-3.556740,0.634358,0.388077
17.737000,-2.934397,-3.569272,0.634874,0.388214
17.738000,-2.946408,-3.581798,0.635390,0.388350
17.739000,-2.958414,-3.594318,0.635904,0.388485
17.740000,-2.970416,-3.606833,0.636417,0.388620
17.741000,-2.982413,-3.619343,0.636930,0.388754
17.742000,-2.994405,-3.631846,0.637441,0.388887
17.743000,-3.006392,-3.644344,0.637952,0.389020
17.744000,-3.018375,-3.656836,0.638462,0.389153
17.745000,-3.030353,-3.669323,0.638970,0.389284
17.746000,-3.042326,-3.681804,0.639478,0.389415
17.747000,-3.054294,-3.694279,0.639985,0.389546
17.748000,-3.066258,-3.706748,0.640491,0.389676
17.749000,-3.078216,-3.719212,0.640996,0.389805
17.750000,-3.090170,-3.731670,0.641500,0.389934
17.751000,-3.102119,-3.744122,0.642003,0.390062
17.752000,-3.114063,-3.756568,0.642505,0.390189
17.753000,-3.126002,-3.769008,0.643006,0.390316
17.754000,-3.137936,-3.781443,0.643507,0.390442
17.755000,-3.149865,-3.793871,0.644006,0.390567
17.756000,-3.161789,-3.806294,0.644505,0.390692
17.757000,-3.173709,-3.818711,0.645002,0.390817
17.758000,-3.185623,-3.831121,0.645499,0.390940
17.759000,-3.197532,-3.843526,0.645994,0.391063
17.760000,-3.209436,-3.855925,0.646489,0.391186
17.761000,-3.221335,-3.868318,0.646982,0.391307
17.762000,-3.233229,-3.880704,0.647475,0.391429
17.763000,-3.245118,-3.893085,0.647967,0.391549
17.764000,-3.257002,-3.905459,0.648458,0.391669
17.765000,-3.268880,-3.917828,0.648948,0.391788
17.766000,-3.280754,-3.930190,0.649436,0.391907
17.767000,-3.292622,-3.942546,0.649924,0.392025
17.768000,-3.304485,-3.954896,0.650411,0.392142
17.769000,-3.316343,-3.967240,0.650897,0.392259
17.770000,-3.328195,-3.979578,0.651383,0.392375
17.771000,-3.340043,-3.991909,0.651867,0.392491
17.772000,-3.351885,-4.004235,0.652350,0.392606
17.773000,-3.363722,-4.016554,0.652832,0.392720
17.774000,-3.375553,-4.028866,0.653313,0.392834
17.775000,-3.387379,-4.041173,0.653794,0.392947
17.776000,-3.399200,-4.053473,0.654273,0.393059
17.777000,-3.411015,-4.065767,0.654751,0.393171
17.778000,-3.422825,-4.078054,0.655229,0.393282
17.779000,-3.434630,-4.090335,0.655705,0.393392
17.780000,-3.446429,-4.102610,0.656180,0.393502
17.781000,-3.458223,-4.114878,0.656655,0.393611
17.782000,-3.470011,-4.127140,0.657128,0.393720
17.783000,-3.481794,-4.139395,0.657601,0.393828
17.784000,-3.493571,-4.151644,0.658073,0.393935
17.785000,-3.505343,-4.163886,0.658543,0.394042
17.786000,-3.517109,-4.176122,0.659013,0.394148
17.787000,-3.528870,-4.188352,0.659481,0.394253
17.788000,-3.540625,-4.200574,0.659949,0.394358
17.789000,-3.552375,-4.212791,0.660416,0.394462
17.790000,-3.564119,-4.225000,0.660882,0.394566
17.791000,-3.575857,-4.237203,0.661346,0.394668
17.792000,-3.587590,-4.249400,0.661810,0.394771
17.793000,-3.599317,-4.261590,0.662273,0.394872
17.794000,-3.611038,-4.273773,0.662735,0.394973
17.795000,-3.622754,-4.285949,0.663196,0.395073
17.796000,-3.634464,-4.298119,0.663655,0.395173
17.797000,-3.646168,-4.310282,0.664114,0.395272
17.798000,-3.657866,-4.322438,0.664572,0.395371
17.799000,-3.669559,-4.334588,0.665029,0.395468
17.800000,-3.681246,-4.346730,0.665485,0.395565
17.801000,-3.692927,-4.358866,0.665940,0.395662
17.802000,-3.704602,-4.370995,0.666394,0.395758
17.803000,-3.716271,-4.383118,0.666847,0.395853
17.804000,-3.727934,-4.395233,0.667299,0.395947
17.805000,-3.739592,-4.407342,0.667750,0.396041
17.806000,-3.751244,-4.419443,0.668199,0.396135
17.807000,-3.762889,-4.431538,0.668648,0.396227
17.808000,-3.774529,-4.443626,0.669096,0.396319
17.809000,-3.786163,-4.455706,0.669543,0.396411
17.810000,-3.797791,-4.467780,0.669989,0.396501
17.811000,-3.809413,-4.479847,0.670434,0.396591
17.812000,-3.821029,-4.491907,0.670878,0.396681
17.813000,-3.832638,-4.503960,0.671321,0.396769
17.814000,-3.844242,-4.516006,0.671763,0.396858
17.815000,-3.855840,-4.528044,0.672204,0.396945
17.816000,-3.867432,-4.540076,0.672644,0.397032
17.817000,-3.879017,-4.552100,0.673083,0.397118
17.818000,-3.890596,-4.564118,0.673521,0.397203
17.819000,-3.902170,-4.576128,0.673958,0.397288
17.820000,-3.913737,-4.588131,0.674394,0.397373
17.821000,-3.925298,-4.600127,0.674829,0.397456
17.822000,-3.936852,-4.612115,0.675263,0.397539
17.823000,-3.948401,-4.624097,0.675696,0.397621
17.824000,-3.959943,-4.636071,0.676128,0.397703
17.825000,-3.971479,-4.648038,0.676559,0.397784
17.826000,-3.983009,-4.659997,0.676989,0.397864
17.827000,-3.994532,-4.671950,0.677418,0.397944
17.828000,-4.006049,-4.683895,0.677845,0.398023
17.829000,-4.017560,-4.695832,0.678272,0.398101
17.830000,-4.029064,-4.707763,0.678698,0.398179
17.831000,-4.040562,-4.719685,0.679123,0.398256
17.832000,-4.052054,-4.731601,0.679547,0.398333
17.833000,-4.063539,-4.743509,0.679970,0.398408
17.834000,-4.075018,-4.755410,0.680391,0.398483
17.835000,-4.086491,-4.767303,0.680812,0.398558
17.836000,-4.097957,-4.779189,0.681232,0.398632
17.837000,-4.109416,-4.791067,0.681651,0.398705
17.838000,-4.120869,-4.802938,0.682068,0.398777
17.839000,-4.132316,-4.814801,0.682485,0.398849
17.840000,-4.143756,-4.826656,0.682901,0.398920
17.841000,-4.155189,-4.838504,0.683315,0.398991
17.842000,-4.166616,-4.850345,0.683729,0.399061
17.843000,-4.178036,-4.862178,0.684141,0.399130
17.844000,-4.189450,-4.874003,0.684553,0.399199
17.845000,-4.200857,-4.885821,0.684963,0.399266
17.846000,-4.212258,-4.897631,0.685373,0.399334
17.847000,-4.223652,-4.909433,0.685781,0.399400
17.848000,-4.235039,-4.921227,0.686189,0.399466
17.849000,-4.246419,-4.933014,0.686595,0.399531
17.850000,-4.257793,-4.944793,0.687000,0.399596
17.851000,-4.269160,-4.956565,0.687405,0.399660
17.852000,-4.280520,-4.968328,0.687808,0.399723
17.853000,-4.291874,-4.980084,0.688210,0.399786
17.854000,-4.303221,-4.991832,0.688612,0.399848
17.855000,-4.314560,-5.003572,0.689012,0.399909
17.856000,-4.325894,-5.015304,0.689411,0.399970
17.857000,-4.337220,-5.027029,0.689809,0.400030
17.858000,-4.348539,-5.038745,0.690206,0.400089
17.859000,-4.359852,-5.050454,0.690602,0.400148
17.860000,-4.371158,-5.062155,0.690997,0.400206
17.861000,-4.382456,-5.073847,0.691391,0.400263
17.862000,-4.393748,-5.085532,0.691784,0.400320
17.863000,-4.405033,-5.097209,0.692175,0.400376
17.864000,-4.416311,-5.108878,0.692566,0.400431
17.865000,-4.427582,-5.120538,0.692956,0.400486
17.866000,-4.438846,-5.132191,0.693345,0.400540
17.867000,-4.450103,-5.143836,0.693732,0.400594
17.868000,-4.461353,-5.155472,0.694119,0.400646
17.869000,-4.472596,-5.167101,0.694504,0.400698
17.870000,-4.483832,-5.178721,0.694889,0.400750
17.871000,-4.495061,-5.190333,0.695272,0.400800
17.872000,-4.506283,-5.201937,0.695655,0.400850
17.873000,-4.517497,-5.213533,0.696036,0.400900
17.874000,-4.528705,-5.225121,0.696416,0.400949
17.875000,-4.539905,-5.236701,0.696796,0.400997
17.876000,-4.551098,-5.248272,0.697174,0.401044
17.877000,-4.562284,-5.259835,0.697551,0.401091
17.878000,-4.573463,-5.271390,0.697927,0.401137
17.879000,-4.584634,-5.282936,0.698302,0.401182
17.880000,-4.595799,-5.294474,0.698676,0.401227
17.881000,-4.606956,-5.306004,0.699049,0.401271
17.882000,-4.618105,-5.317526,0.699420,0.401314
17.883000,-4.629248,-5.329039,0.699791,0.401357
17.884000,-4.640383,-5.340544,0.700161,0.401399
17.885000,-4.651511,-5.352040,0.700529,0.401441
17.886000,-4.662631,-5.363528,0.700897,0.401481
17.887000,-4.673744,-5.375008,0.701263,0.401521
17.888000,-4.684850,-5.386479,0.701629,0.401561
17.889000,-4.695948,-5.397941,0.701993,0.401599
17.890000,-4.707039,-5.409396,0.702356,0.401638
17.891000,-4.718123,-5.420841,0.702719,0.401675
17.892000,-4.729199,-5.432278,0.703080,0.401712
17.893000,-4.740267,-5.443707,0.703440,0.401748
17.894000,-4.751328,-5.455127,0.703799,0.401783
17.895000,-4.762382,-5.466539,0.704157,0.401818
17.896000,-4.773428,-5.477942,0.704513,0.401852
17.897000,-4.784467,-5.489336,0.704869,0.401885
17.898000,-4.795498,-5.500721,0.705224,0.401918
17.899000,-4.806521,-5.512098,0.705577,0.401950
17.900000,-4.817537,-5.523467,0.705930,0.401981
17.901000,-4.828545,-5.534826,0.706281,0.402012
17.902000,-4.839545,-5.546177,0.706632,0.402042
17.903000,-4.850538,-5.557520,0.706981,0.402071
17.904000,-4.861524,-5.568853,0.707329,0.402100
17.905000,-4.872501,-5.580178,0.707676,0.402128
17.906000,-4.883471,-5.591494,0.708022,0.402155
17.907000,-4.894433,-5.602801,0.708367,0.402182
17.908000,-4.905388,-5.614099,0.708711,0.402208
17.909000,-4.916334,-5.625389,0.709054,0.402233
17.910000,-4.927273,-5.636669,0.709396,0.402257
17.911000,-4.938205,-5.647941,0.709736,0.402281
17.912000,-4.949128,-5.659204,0.710076,0.402305
17.913000,-4.960043,-5.670458,0.710414,0.402327
17.914000,-4.970951,-5.681703,0.710752,0.402349
17.915000,-4.981851,-5.692939,0.711088,0.402370
17.916000,-4.992743,-5.704166,0.711423,0.402391
17.917000,-5.003627,-5.715384,0.711757,0.402411
17.918000,-5.014503,-5.726594,0.712090,0.402430
17.919000,-5.025372,-5.737794,0.712422,0.402449
17.920000,-5.036232,-5.748985,0.712753,0.402466
17.921000,-5.047084,-5.760167,0.713083,0.402484
17.922000,-5.057929,-5.771340,0.713411,0.402500
17.923000,-5.068765,-5.782504,0.713739,0.402516
17.924000,-5.079594,-5.793659,0.714065,0.402531
17.925000,-5.090414,-5.804805,0.714390,0.402546
